"PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","RP","EM","RI","OI","FU","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","D2","PG","WC","SC","GA","UT","PM","index","dirty_index"
"J","Byabartta, P",NA,NA,NA,"Byabartta, P.",NA,NA,"Statement of retraction (vol 61, pg 823, 2008)","JOURNAL OF COORDINATION CHEMISTRY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0095-8972",NA,NA,NA,NA,NA,2008,"61","5",NA,NA,NA,NA,"823","823",NA,"10.1080/00958970802015335",NA,NA,NA,NA,NA,"WOS:000253728900020",NA,478,"478 no 1"
"J","Sheikh, V; Porter, BO; DerSimonian, R; Kovacs, SB; Thompson, WL; Perez-Diez, A; Freeman, AF; Roby, G; Mican, J; Pau, A; Rupert, A; Adelsberger, J; Higgins, J; Bourgeois, JS; Jensen, SMR; Morcock, DR; Burbelo, PD; Osnos, L; Maric, I; Natarajan, V; Croughs, T; Yao, MD; Estes, JD; Sereti, I",NA,NA,NA,"Sheikh, Virginia; Porter, Brian O.; DerSimonian, Rebecca; Kovacs, Stephen B.; Thompson, William L.; Perez-Diez, Ainhoa; Freeman, Alexandra F.; Roby, Gregg; Mican, JoAnn; Pau, Alice; Rupert, Adam; Adelsberger, Joseph; Higgins, Jeanette; Bourgeois, Jeffrey S., Jr.; Jensen, Stig M. R.; Morcock, David R.; Burbelo, Peter D.; Osnos, Leah; Maric, Irina; Natarajan, Ven; Croughs, Therese; Yao, Michael D.; Estes, Jacob D.; Sereti, Irini",NA,NA,"Administration of interleukin-7 increases CD4 T cells in idiopathic CD4 lymphocytopenia","BLOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Idiopathic CD4 lymphopenia (ICL) is a rare syndrome defined by low CD4 T-cell counts (<300/mu L) without evidence of HIV infection or other known cause of immunodeficiency. ICL confers an increased risk of opportunistic infections and has no established treatment. Interleukin-7 (IL-7) is fundamental for thymopoiesis, T-cell homeostasis, and survival of mature T cells, which provides a rationale for its potential use as an immunotherapeutic agent for ICL. We performed an open-label phase 1/2A dose-escalation trial of 3 subcutaneous doses of recombinant human IL-7 (rhIL-7) per week in patients with ICL who were at risk of disease progression. The primary objectives of the study were to assess safety and the immunomodulatory effects of rhIL-7 in ICL patients. Injection site reactions were the most frequently reported adverse events. One patient experienced a hypersensitivity reaction and developed non-neutralizing anti-IL-7 antibodies. Patients with autoimmune diseases that required systemic therapy at screening were excluded from the study; however, 1 participant developed systemic lupus erythematosus while on study and was excluded from further rhIL-7 dosing. Quantitatively, rhIL-7 led to an increase in the number of circulating CD4 and CD8 T cells and tissue-resident CD3 T cells in the gut mucosa and bone marrow. Functionally, these T cells were capable of producing cytokines after mitogenic stimulation. rhIL-7 was well tolerated at biologically active doses and may represent a promising therapeutic intervention in ICL. This trial was registered at www.clinicaltrials.gov as #NCT00839436.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0006-4971","1528-0020",NA,NA,NA,"25-Feb",2016,"127","8",NA,NA,NA,NA,"977","988",NA,"10.1182/blood-2015-05-645077",NA,NA,NA,NA,NA,"WOS:000373397800008",26675348,479,"479 no 1"
"J","Shrestha, BM",NA,NA,NA,"Shrestha, Badri Man",NA,NA,"Strategies for Reducing the Renal Transplant Waiting List: A Review","EXPERIMENTAL AND CLINICAL TRANSPLANTATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Renal transplant is the optimum form of therapy for most patients with end-stage renal failure, because that treatment results in a significant improvement in the patient's quality of life and is cost-effective. The exponential increase in the number of patients on the renal transplant waiting list globally has become a serious problem fueled by an increase in the number of patients with end-stage renal disease, the shortage of organs for transplant, and the failure of transplanted kidneys for various reasons. Strategies are being used by transplant professionals to retard the progression of chronic kidney disease, increase organ donation, reduce the acute rejection rate, and prevent transplant losses. This paper provides an up-to-date review of the interventional strategies used to reduce the ever-increasing renal transplant waiting list.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1304-0855",NA,NA,NA,NA,"SEP",2009,"7","3",NA,NA,NA,NA,"173","179",NA,NA,NA,NA,NA,NA,NA,"WOS:000270017400007",19715528,480,"480 no 1"
"J","Middleton, KM; Kelly, SA; Garland, T",NA,NA,NA,"Middleton, Kevin M.; Kelly, Scott A.; Garland, Theodore, Jr.",NA,NA,"Selective breeding as a tool to probe skeletal response to high voluntary locomotor activity in mice","INTEGRATIVE AND COMPARATIVE BIOLOGY",NA,NA,NA,NA,"Annual Meeting of the Society-for-Integrative-and-Comparative-Biology","JAN 02-06, 2008","San Antonio, TX","Soc Integrat & Comparat Biol",NA,NA,NA,"We present a novel mouse-model for the study of skeletal structure and evolution, based oil selective breeding for high levels of voluntary wheel running. Whereas traditional models (originally inbred strains, more recently knockouts and transgenics) rely oil the study of mutant or laboratory-manipulated phenotypes, we have Studied changes in skeletal morphometrics resulting from mail), generations of artificial selection for high activity in the form of wheel running, ill which mice engage voluntarily. Mice from the four replicate High Runner (HR) lines run nearly three times as many revolutions during days 5 and 6 of a 6-day exposure to wheels (1.12 m circumference). We have found significant changes in skeletal dimensions of the hind limbs, including decreased directional asymmetry, larger femoral heads, and wider distal femora. The latter two have been hypothesized as evolutionary adaptations for long-distance locomotion ill hominids. Exercise-training studies involving experimental groups with and without access to wheels have shown increased diameters of both femora and tibiafibulae, and Suggest genetic effects on trainability (genotype-by-environment) interactions). Reanalysis of previously published data on bone masses of hind limbs revealed novel patterns of change ill bone mass associated with access to wheels for 2 months. Without access to wheels, HR mice have significantly heavier tibiafibulae and foot bones, whereas with chronic access to wheels, a significant increase in foot bone mass that was linearly related to increases in daily wheel running was observed. Mice exhibiting a recently discovered small-muscle phenotype (""mini-muscle,"" [MM] caused by a Mendelian recessive gene), in which the mass of the triceps surae muscle complex is similar to 50% lower than in normal individuals, have significantly longer and thinner bones in the hind limb. We present new data for the ontogenetic development of muscle mass in Control, HR, and MM phenotypes in mice of 1-7 weeks postnatal age. Statistical comparisons reveal highly significant differences both in triceps surae mass and mass-corrected triceps surae mass between normal and MM mice at all but the postnatal age of I week. Based on previously observed differences in distributions Of myosin isoforms in adult MM mice, we hypothesize that a reduction of myosin heavy-chain type-IIb isoforms with accounts for our observed ontogenetic changes in muscle mass.",NA,NA,NA,NA,"Middleton, Kevin/0000-0003-4704-1064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1540-7063","1557-7023",NA,NA,NA,"SEP",2008,"48","3",NA,NA,NA,NA,"394","410",NA,"10.1093/icb/icn057",NA,NA,NA,NA,NA,"WOS:000259611300008",21669801,481,"481 no 1"
"J","Schoser, B",NA,NA,NA,"Schoser, B.",NA,NA,"Physiology, pathophysiology and diagnostic significance of autophagic changes in skeletal muscle tissue - towards the enigma of rimmed and round vacuoles","CLINICAL NEUROPATHOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autophagic vacuoles are the morphological hallmark in a wide variety of human skeletal Muscle disorders. The present review summarizes recent novel insights in the physiology and pathophysiology of autophagic vacuole formation in skeletal muscle. Special emphasis will be given to the relationship between vacuolar changes and lysosomal and non-lysosomal protein degradation pathways, the diagnostic significance of rimmed and round vacuoles and novel threapeutic options related to autophagic pathways.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0722-5091",NA,NA,NA,NA,"JAN-FEB",2009,"28","1",NA,NA,NA,NA,"59","70",NA,NA,NA,NA,NA,NA,NA,"WOS:000262976000009",19216222,483,"483 no 1"
"S","Imbraguglio, D; Giovannozzi, AM; Rossi, AM",NA,"Bava, E; Kuhne, M; Rossi, AM",NA,"Imbraguglio, D.; Giovannozzi, A. M.; Rossi, A. M.",NA,NA,"Nanometrology","METROLOGY AND PHYSICAL CONSTANTS","Proceedings of the International School of Physics Enrico Fermi",NA,NA,NA,"International School of Physics Enrico Fermi on Metrology and Physical Constants","JUL 17-27, 2012","Varenna, ITALY","Italian Phys Soc, Ist Nazl Ric Metrologica, Bur Int Poids Mesures, Lecco Chamber Commerce, Natl Sci, CRT Fdn",NA,NA,NA,"In the present paper an overview of metrology at the nanometric scale is given. After an introductory part on terminology and definitions concerning generic objects at the nanoscale, nanoparticles are taken as example to describe the overall features of these systems and typical characterization issues occurring from a metrological point of view. The case of nanoparticles is then further examined in depth with reference to gold nanoparticles, whose peculiar properties deriving from nano-scaled effects, like surface plasmon resonance, are discussed in detail, along with the state of the art on the main fabrication methods and applications in different sectors. Finally, a case study on the detection, by gold nanoparticles, of a contaminant used for food adulteration, namely melamine, is presented and analyzed.",NA,NA,NA,NA,"ROSSI, Andrea Mario/0000-0001-5638-7978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0074-784X",NA,"978-1-61499-326-1; 978-1-61499-325-4",NA,NA,NA,2013,"185",NA,NA,NA,NA,NA,"193","220",NA,"10.3254/978-1-61499-326-1-193",NA,NA,NA,NA,NA,"WOS:000350147200009",NA,484,"484 no 1"
"J","Onyenwoke, RU; Forsberg, LJ; Liu, L; Williams, T; Alzate, O; Brenman, JE",NA,NA,NA,"Onyenwoke, Rob U.; Forsberg, Lawrence J.; Liu, Lucy; Williams, Tyisha; Alzate, Oscar; Brenman, Jay E.",NA,NA,"AMPK directly inhibits NDPK through a phosphoserine switch to maintain cellular homeostasis","MOLECULAR BIOLOGY OF THE CELL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMP-activated protein kinase (AMPK) is a key energy sensor that regulates metabolism to maintain cellular energy balance. AMPK activation has also been proposed to mimic benefits of caloric restriction and exercise. Therefore, identifying downstream AMPK targets could elucidate new mechanisms for maintaining cellular energy homeostasis. We identified the phosphotransferase nucleoside diphosphate kinase (NDPK), which maintains pools of nucleotides, as a direct AMPK target through the use of two-dimensional differential in-gel electrophoresis. Furthermore, we mapped the AMPK/NDPK phosphorylation site (serine 120) as a functionally potent enzymatic ""off switch"" both in vivo and in vitro. Because ATP is usually the most abundant cellular nucleotide, NDPK would normally consume ATP, whereas AMPK would inhibit NDPK to conserve energy. It is intriguing that serine 120 is mutated in advanced neuroblastoma, which suggests a mechanism by which NDPK in neuroblastoma can no longer be inhibited by AMPK-mediated phosphorylation. This novel placement of AMPK upstream and directly regulating NDPK activity has widespread implications for cellular energy/nucleotide balance, and we demonstrate in vivo that increased NDPK activity leads to susceptibility to energy deprivation-induced death.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1059-1524",NA,NA,NA,NA,"15-Jan",2012,"23","2",NA,NA,NA,NA,"381","389",NA,"10.1091/mbc.E11-08-0699",NA,NA,NA,NA,NA,"WOS:000299108000013",22114351,485,"485 no 1"
"J","Park, MS; Martini, WZ; Dubick, MA; Salinas, J; Butenas, S; Kheirabadi, BS; Pusateri, AE; Vos, JA; Guymon, CH; Wolf, SE; Mann, KG; Holcomb, JB",NA,NA,NA,"Park, Myung S.; Martini, Wenjun Z.; Dubick, Michael A.; Salinas, Jose; Butenas, Saulius; Kheirabadi, Bijan S.; Pusateri, Anthony E.; Vos, Jeffrey A.; Guymon, Charles H.; Wolf, Steven E.; Mann, Kenneth G.; Holcomb, John B.",NA,NA,"Thromboelastography as a Better Indicator of Hypercoagulable State After Injury Than Prothrombin Time or Activated Partial Thromboplastin Time","JOURNAL OF TRAUMA-INJURY INFECTION AND CRITICAL CARE",NA,NA,NA,NA,"21st Annual Meeting of the Eastern-Association-for-the-Surgery-of-Trauma","JAN 15-19, 2008","Jacksonville, FL","Eastern Assoc Surg Trauma",NA,NA,NA,"Objectives: To investigate the hemostatic status of critically ill, nonbleeding trauma patients. We hypothesized that a hypercoagulable state exists in patients early after severe injury and that the pattern of clotting and fibrinolysis are similar between burned and nonburn trauma patients. Materials: Patients admitted to the Surgical or burn intensive care unit within 24 hours after injury were enrolled. Blood samples were drawn on days 0 through 7. Laboratory tests included prothrombin time (PT). activated partial thromboplastin time (aPTT), levels of activated factor XI, D-dimer, protein C percent activity, antithrombin III percent activity, and thromboelastography (TEG). Results: Study subjects were enrolled front April 1, 2004, to May 3 1, 2005, and included nonburn trauma patients (n = 33), burned patients (n = 25) and healthy (control) subjects (n = 20). Despite aggressive thromboprophylaxis, three subjects (12 burned and I nonburn trauma patients [6%]) had pulmonary embolism during hospitalization. Compared with controls, all patients had prolonged PT and aPTT (p < 0.05). The rate of clot formation (a angle) and maximal clot strength were higher for patients compared with those of controls (p < 0.05), indicating a hypercoagulable state. Injured patients also had lower protein C and antithrombin III percent activities and higher fibrinogen levels (p < 0.05 for all). Activated factor XI was elevated in 38% of patients (control subjects had undetectable levels). Discussion: Thromboelastography analysis of whole blood showed that patients were in a hypercoagulable state; this was not detected by plasma PT or aPTT. The high incidence of pulmonary embolism indicated that our Current prophylaxis regimen could be improved.",NA,NA,NA,NA,"Wolf, Steven/0000-0003-2972-3440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0022-5282",NA,NA,NA,NA,"AUG",2009,"67","2",NA,NA,NA,NA,"266","275",NA,"10.1097/TA.0b013e3181ae6f1c",NA,NA,NA,NA,NA,"WOS:000268898500011",19667878,486,"486 no 1"
"J","Adibpour, N; Rahim, F; Rezaeei, S; Khalaj, A; Ebrahimi, A",NA,NA,NA,"Adibpour, Neda; Rahim, Fakher; Rezaeei, Saeid; Khalaj, Ali; Ebrahimi, Amar",NA,NA,"In silico designing selective inhibitor of drugs, medicinal plants compounds and experimental ligands for pteridine reductase targeting visceral leishmaniasis","AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This research aimed to generate and validate the three-dimensional structure of mostly targeted proteins of leishmania using homology modeling tools and then virtual screening and docking the available chemical and medicinal plants compounds to the generated proteins as the receptor. Overall, 12 drugs and 10 medicinal plants compounds were selected for internal and comparative study. Then 18 experimental ligands were docked using AutoDock 4.3 program into the active sites of leishmania donovani pteridine reductase 1, which was modeled using homology modeling programs. Out of 28 templates, the best one (PDB ID: 1W0cA) showed 97.17% sequence identity, E-value of 9.13483e-147 and final total model energy of -12574.484 kJ/mol. Validation of different models of pteridine reductase 1 (PTR1) was carried out and ramachandran plot was computed, which showed 96.75% residues in favored and allowed regions. Furthermore, ERRAT program observed the overall quality factor of the prepared model as 92.937. Vinblastine and diospyrin in the medicinal plants group showed the highest biding affinity. Compounds 11 and 3 are more active on leishmania PTR1 with IC50 of 25 and 35 mu M, respectively. The hope of identifying novel drug targets and vaccine candidates against parasitic protozoan is laying on their peptides, currently. The homology or comparative modeling due to its simplicity to predict the structure of the target proteins or peptides with the help of available protein structure as temples has come as a rescue. Thus, it could be concluded that our generated experimental drug compounds could have potential as pharmacological tools against the visceral leishmaniasis.",NA,NA,NA,"Ebrahimi, Ammar/B-7555-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-0808",NA,NA,NA,NA,"09-Feb",2012,"6","5",NA,NA,NA,NA,"917","926",NA,"10.5897/AJMR11.738",NA,NA,NA,NA,NA,"WOS:000303773300009",NA,487,"487 no 1"
"J","Schaur, RJ; Siems, W; Bresgen, N; Eckl, PM",NA,NA,NA,"Schaur, Rudolf J.; Siems, Werner; Bresgen, Nikolaus; Eckl, Peter M.",NA,NA,"4-Hydroxy-nonenal-A Bioactive Lipid Peroxidation Product","BIOMOLECULES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This review on recent research advances of the lipid peroxidation product 4-hydroxy-nonenal (HNE) has four major topics: I. the formation of HNE in various organs and tissues, II. the diverse biochemical reactions with Michael adduct formation as the most prominent one, III. the endogenous targets of HNE, primarily peptides and proteins (here the mechanisms of covalent adduct formation are described and the (patho-) physiological consequences discussed), and IV. the metabolism of HNE leading to a great number of degradation products, some of which are excreted in urine and may serve as non-invasive biomarkers of oxidative stress.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2218-273X",NA,NA,NA,NA,"DEC",2015,"5","4",NA,NA,NA,NA,"2247","2337",NA,"10.3390/biom5042247",NA,NA,NA,NA,NA,"WOS:000367537500006",26437435,488,"488 no 1"
"J","Stanton, SJ; Mullette-Gillman, OA; McLaurin, RE; Kuhn, CM; LaBar, KS; Platt, ML; Huettel, SA",NA,NA,NA,"Stanton, Steven J.; Mullette-Gillman, O'Dhaniel A.; McLaurin, R. Edward; Kuhn, Cynthia M.; LaBar, Kevin S.; Platt, Michael L.; Huettel, Scott A.",NA,NA,"Low- and High-Testosterone Individuals Exhibit Decreased Aversion to Economic Risk","PSYCHOLOGICAL SCIENCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Testosterone is positively associated with risk-taking behavior in social domains (e.g., crime, physical aggression). However, the scant research linking testosterone to economic risk preferences presents inconsistent findings. We examined the relationship between endogenous testosterone and individuals' economic preferences (i.e., risk preference, ambiguity preference, and loss aversion) in a large sample (N = 298) of men and women. We found that endogenous testosterone levels have a significant U-shaped association with individuals' risk and ambiguity preferences, but not loss aversion. Specifically, individuals with low or high levels of testosterone (more than 1.5 SD from the mean for their gender) were risk and ambiguity neutral, whereas individuals with intermediate levels of testosterone were risk and ambiguity averse. This relationship was highly similar in men and women. In contrast to received wisdom regarding testosterone and risk, the present data provide the first robust evidence for a nonlinear association between economic preferences and levels of endogenous testosterone.",NA,NA,NA,"Mullette-Gillman, O'Dhaniel/B-8707-2012;","Mullette-Gillman, O'Dhaniel/0000-0002-5585-2978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0956-7976",NA,NA,NA,NA,"APR",2011,"22","4",NA,NA,NA,NA,"447","453",NA,"10.1177/0956797611401752",NA,NA,NA,NA,NA,"WOS:000294709000006",21393575,489,"489 no 1"
"J","Lin, SK; McPhee, DJ",NA,NA,NA,"Lin, Shu-Kun; McPhee, Derek J.",NA,NA,"Citation of two retracted papers shows both the impact advantage and an unintended consequence of open access","MOLECULES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1420-3049",NA,NA,NA,NA,"SEP",2007,"12","9",NA,NA,NA,NA,"2190","2192",NA,"10.3390/12092190",NA,NA,NA,NA,NA,"WOS:000250488500011",NA,491,"491 no 1"
"J","Gamez, A; Castillo, JC; Bonilla, JL; Anguita, MP",NA,NA,NA,"Gamez, Antonio; Castillo, Juan C.; Bonilla, Juan L.; Anguita, Manuel P.",NA,NA,"Infective endocarditis after the Ross procedure","INTERNATIONAL JOURNAL OF CARDIOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Ross procedure is presumed to have a lower incidence of infective endocarditis during follow-up compared to other traditional aortic replacement procedure. We describe 4 cases of infective endocarditis during follow-up of 96 patients who underwent the Ross procedure in our institution. All episodes occurred in patients with a previously dysfunctioning graft. One patient required surgery during the active phase of the infective endocarditis. Clinical outcome was successful in all patients and no one died during follow-up. In conclusion, the incidence of infective endocarditis in patients operated on using the Ross procedure is not negligible. The potential beneficial effect of the Ross procedure with respect to a higher resistance to infection should be evaluated in large prospective series. (C) 2009 Elsevier Ireland Ltd. All rights reserved.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0167-5273",NA,NA,NA,NA,"17-Mar",2011,"147","3",NA,NA,NA,NA,"E53","E54",NA,"10.1016/j.ijcard.2009.01.039",NA,NA,NA,NA,NA,"WOS:000288168000005",19217175,493,"493 no 1"
"J","Wang, X; Sun, W; Zhu, X; Wu, X; Li, L; Zhu, S; Du, T; Liu, Y; Niu, N; Wang, Y; Liu, Y",NA,NA,NA,"Wang, X.; Sun, W.; Zhu, X.; Wu, X.; Li, L.; Zhu, S.; Du, T.; Liu, Y.; Niu, N.; Wang, Y.; Liu, Y.",NA,NA,"M129V polymorphism in the prion protein gene is not associated with mesial temporal lobe epilepsy in a Han Chinese population","EUROPEAN JOURNAL OF NEUROLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Background and purpose: Prion protein (PrP) predominantly localized at synapses can modulate neuronal excitability. The prion protein gene ( PRNP) has been considered one of the candidate genes that play a role in seizure susceptibility. A recent study demonstrated that the 129V allele in the PRNP gene was associated with susceptibility to temporal lobe epilepsy (TLE) in female patients in an Italian population. We screened variations in the open-reading frame (ORF) of the PRNP gene and also replicated the association of the M129V polymorphism with TLE in a Han Chinese population. Methods: The M129V polymorphism was genotyped in 320 MTLE patients and 558 non-epilepsy controls. All subjects were Han Chinese. Results: No novel polymorphism in the ORF of the PRNP gene was detected. Differences in the genotype distributions and allele frequencies of this polymorphism between cases and controls were insignificant (P = 0.24). Further analysis with strati. cation of the results by gender or age and analysis of clinical features in relation to M129V genotypes also yielded negative findings. Conclusions: The present study provides evidence that the M129V polymorphism in the PRNP gene is not associated with MTLE in a Han Chinese population.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1351-5101",NA,NA,NA,NA,"AUG",2008,"15","8",NA,NA,NA,NA,"827","830",NA,"10.1111/j.1468-1331.2008.02191.x",NA,NA,NA,NA,NA,"WOS:000257715400023",18549399,494,"494 no 1"
"J","White, PA",NA,NA,NA,"White, Paul A.",NA,NA,"Modulatory effects of Mentha piperata on lung tumor incidence, genotoxicity, and oxidative stress in benzo[a]pyrene-Treated Swiss Albino mice (Retraction of vol 47, pg 192, 2006)","ENVIRONMENTAL AND MOLECULAR MUTAGENESIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"white, paul/0000-0001-5853-4759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0893-6692",NA,NA,NA,NA,"JUL",2007,"48","6",NA,NA,NA,NA,"503","503",NA,"10.1002/em.20327",NA,NA,NA,NA,NA,"WOS:000248503400012",17614339,495,"495 no 1"
"J","Xu, RZ; Yang, XB; Jiang, J; Li, PH; Zhang, XM; Wu, GS; Chu, PK",NA,NA,NA,"Xu, Ruizhen; Yang, Xiongbo; Jiang, Jiang; Li, Penghui; Zhang, Xuming; Wu, Guosong; Chu, Paul K.",NA,NA,"Effects of silver plasma immersion ion implantation on the surface characteristics and cytocompatibility of titanium nitride films","SURFACE & COATINGS TECHNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Titanium nitride (TiN) coatings are commonly used on surgical instruments for its suitable hardness as well as excellent chemical inertness properties. Silver (Ag), as an antibacterial agent, is implanted into TiN films by plasma immersion ion implantation (PHI). The changes in the surface characteristics are investigated and rat calvaria osteoblasts are cultured to evaluate the cytocompatibility. The results indicate that Ag PIII samples implanted with small amounts of Ag have good cytocompatibility while the desirable surface properties are preserved. (C) 2015 Elsevier B.V. All rights reserved.",NA,NA,NA,"Chu, Paul/B-5923-2013; Li, Penghui/H-9422-2014; Wu, Guosong/F-7809-2010","Chu, Paul/0000-0002-5581-4883;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0257-8972",NA,NA,NA,NA,"15-Oct",2015,"279",NA,NA,NA,NA,NA,"166","170",NA,"10.1016/j.surfcoat.2015.08.033",NA,NA,NA,NA,NA,"WOS:000361864500023",NA,496,"496 no 1"
"J","Fitzgerald, T",NA,NA,NA,"Fitzgerald, Timothy",NA,NA,"Evaluating Split Estates in Oil and Gas Leasing","LAND ECONOMICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taking advantage of randomly assigned federal mineral rights, this paper establishes the discount that mineral developers place on oil and gas leases with divided ownership. Results of 53 bimonthly federal oil and gas lease auctions in Wyoming between February 1998 and October 2006 are examined. Bidders discount split estate by 11% to 14% on average, but by as much as 24% for more expensive leases. Impacts of multiple ownerships and additional leasing stipulations are also explored. This discount is interpreted as an expectation of transaction costs incurred in obtaining surface access, so total costs remain unaffected on average. (JEL D23, Q32)",NA,NA,NA,NA,"Fitzgerald, Timothy/0000-0001-9898-1166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0023-7639",NA,NA,NA,NA,"MAY",2010,"86","2",NA,NA,NA,NA,"294","312",NA,NA,NA,NA,NA,NA,NA,"WOS:000276480900006",NA,497,"497 no 1"
"J","McCormick, DL; Phillips, JM; Horn, TL; Johnson, WD; Steele, VE; Lubet, RA",NA,NA,NA,"McCormick, David L.; Phillips, Jonathan M.; Horn, Thomas L.; Johnson, William D.; Steele, Vernon E.; Lubet, Ronald A.",NA,NA,"Overexpression of Cyclooxygenase-2 in Rat Oral Cancers and Prevention of Oral Carcinogenesis in Rats by Selective and Nonselective COX Inhibitors","CANCER PREVENTION RESEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oral squamous cell carcinomas induced in rats by 4-nitroquinoline-1-oxide (NQO) show substantial overexpression of cyclooxygenase-2 (COX-2) when compared with adjacent phenotypically normal oral tissues. By contrast, neither 5-lipoxygenase (LOX) nor 12-LOX is overexpressed in rat oral cancers. Two chemoprevention studies were done to test the resulting hypothesis that COX-2 is a useful target for oral cancer chemoprevention in the rat. In both studies, male F344 rats received drinking water exposure to NQO (20 ppm) for 10 weeks, followed by administration of chemopreventive agents from week 10 until study termination at week 26. In the first study, groups of rats were fed basal diet (control), or basal diet supplemented with the selective COX-2 inhibitor celecoxib (500 or 1,500 mg/kg diet), the nonselective COX inhibitor piroxicam (50 or 150 mg/kg diet), or the 5-LOX inhibitor zileuton (2,000 mg/kg diet). In the second study, rats were fed basal diet (control) or basal diet supplemented with nitric oxide-naproxen (180 or 90 mg/kg diet), a nonselective COX inhibitor that shows reduced gastrointestinal toxicity. When compared with dietary controls, celecoxib decreased oral cancer incidence, cancer invasion score, and cancer-related mortality. Piroxicam decreased cancer-related mortality and cancer invasion score, whereas nitric oxide-naproxen decreased oral cancer incidence and cancer invasion score. By contrast, zileuton showed no chemopreventive activity by any parameter assessed. These data show that both selective and nonselective inhibitors of COX-2 can prevent NQO-induced oral carcinogenesis in rats. The chemopreventive activity of COX inhibitors may be linked to overexpression of their enzymatic target in incipient oral neoplasms. Cancer Prev Res; 3(1); 73-81. (c) 2010 AACR.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1940-6207",NA,NA,NA,NA,"JAN",2010,"3","1",NA,NA,NA,NA,"73","81",NA,"10.1158/1940-6207.CAPR-09-0151",NA,NA,NA,NA,NA,"WOS:000273295500010",20051374,498,"498 no 1"
"J","Modak, SP",NA,NA,NA,"Modak, Sohan P.",NA,NA,"Investigating misconduct in science","CURRENT SCIENCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0011-3891",NA,NA,NA,NA,"10-Jun",2007,"92","11",NA,NA,NA,NA,"1469","1469",NA,NA,NA,NA,NA,NA,NA,"WOS:000249487200002",NA,499,"499 no 1"
